slug,title,purpose,categories,source_url,secretariat,website,registered_contact_name,date_of_most_recent_agm
private-capital,All-Party Parliamentary Group on Private Capital,"To provide parliamentarians with a forum to discuss, better understand, and engage with the private capital sector - including private equity and venture capital firms.","Finance, Markets & Consumer Affairs",https://publications.parliament.uk/pa/cm/cmallparty/260223/private-capital.htm,,None,Gareth Davies MP,2024-12-16 00:00:00
pro-life,All-Party Parliamentary Pro-Life Group,"To provide a forum for discussion of pro-life issues including abortion, euthanasia and research upon the human embryo.","Human Rights, Equality & Social Justice",https://publications.parliament.uk/pa/cm/cmallparty/260223/pro-life.htm,Right to Life UK acts as the group's secretariat.https://righttolife.org.uk/,https://righttolife.org.uk/all-party-parliamentary-pro-life-group,Carla Lockhart MP,2026-02-04 00:00:00
project-delivery,All-Party Parliamentary Group for Project Delivery,"To provide a forum where parliamentarians can support the delivery of national projects, and promote the uptake of best practices for project management from around the world. To ensure the country has the skills, policies and people to deliver major projects that drive economic growth, spread innovation, and build infrastructure.","Infrastructure, Transport & Mobility",https://publications.parliament.uk/pa/cm/cmallparty/260223/project-delivery.htm,Tendo Consulting acts as the group's secretariat.https://tendoconsulting.co.uk/,https://www.appgprojectdelivery.org/,Henry Tufnell MP,2025-02-11 00:00:00
prostate-cancer,All-Party Parliamentary Group on Prostate Cancer,"To raise awareness of prostate cancer issues with parliament, provide a forum for MPs and peers to discuss issues impacting people with prostate cancer, and to advocate for improvements in policy to improve equitable early diagnosis, treatment, care and survival for people with prostate cancer.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/prostate-cancer.htm,Prostate Cancer Research and Prostate Cancer UK jointly act as the group's secretariat.https://www.prostate-cancer-research.org.uk/andhttps://prostatecanceruk.org/,https://appgprostatecancer.org.uk/,Mr Calvin Bailey MP,2024-12-17 00:00:00
public-sector-efficiency,All-Party Parliamentary Group for Public Sector Efficiency,"The APPG’s aim is to create an open forum for research, ideation, and the exchange of ideas and learning captured from the study and understanding of effective delivery solutions in public sector procurement and commissioning in the UK and around the world.","Governance, Democracy & Political Reform",https://publications.parliament.uk/pa/cm/cmallparty/260223/public-sector-efficiency.htm,Efficio Consulting Ltd acts as the group's secretariat.https://www.efficioconsulting.com/en-gb/,https://appgpse.org.uk/,Josh Newbury MP,2025-10-21 00:00:00
publishing,All-Party Parliamentary Group on Publishing,"To promote the value of high quality publishing to UK society, culture and the economy.  To foster a better understanding among parliamentarians about publishers, booksellers and associated fields, all of whom contribute to a world-leading publishing sector.","Arts, Culture, Heritage & Media|Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/publishing.htm,Publishers Association acts as the group's secretariat.https://www.publishers.org.uk/,https://www.publishers.org.uk/all-party-parliamentary-group-on-publishing/,Valerie Vaz MP,2025-11-24 00:00:00
pubs,All-Party Parliamentary Group on Pubs,"To promote and campaign for the interests of pubs, landlords, consumers and the communities around pubs.","Economy, Business & Industry|Social Care, Welfare & Family Support",https://publications.parliament.uk/pa/cm/cmallparty/260223/pubs.htm,The Campaign for Real Ale (CAMRA) acts as the group's secretariat.https://camra.org.uk/,https://apppg.camra.org.uk/,Charlotte Nichols MP,2025-02-11 00:00:00
qatar,All-Party Parliamentary Group on Qatar,"The APPG aims to enhance parliamentary understanding of Qatar's economic and strategic importance to the UK, strengthen bilateral engagement, and facilitate constructive dialogue on key areas of mutual interest.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/qatar.htm,Asia House acts as the group's secretariat.https://www.asiahouse.org/,None,John Grady MP,2025-04-30 00:00:00
quantum-technologies,All-Party Parliamentary Group on Quantum Technologies,"Promote understanding of quantum technologies, including computing, sensing, timing and secure communications, through informed engagement between parliamentarians and experts in the quantum ecosystem. Support the continued development of UK quantum capability across academia, industry and government, in the national interest. Examine the dual role of quantum, across defence and civil.","Science, Technology & Innovation|Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/quantum-technologies.htm,TYI acts as the group's secretariat.https://tyistrategy.co.uk/,None,Dave Robertson MP,2026-02-04 00:00:00
race-and-community,All-Party Parliamentary Group on Race and Community,The group focuses on issues of racial justice. It aims to increase the coverage in parliament of issues relating to race and ethnicity; to update members on these issues as well as on up-to-date research; and to connect the group with charities and other organisations working on these issues around the country.,"Human Rights, Equality & Social Justice",https://publications.parliament.uk/pa/cm/cmallparty/260223/race-and-community.htm,The Runnymede Trust acts as the group's secretariat.https://www.runnymedetrust.org/,https://www.appg-race.com/,Clive Lewis MP,2024-11-13 00:00:00
race-equality-in-education,All-Party Parliamentary Group for Race Equality in Education,"To support children and students from racialised backgrounds, to enhance educational environments, and to increase racial diversity in teaching across the UK.","Education, Skills & Youth",https://publications.parliament.uk/pa/cm/cmallparty/260223/race-equality-in-education.htm,Enact Equality acts as the group's secretariat.https://enactequality.co.uk/,https://raceequalityineducationappg.org/,Ms Diane Abbott MP,2025-07-15 00:00:00
racing-and-bloodstock,All-Party Parliamentary Group on Racing and Bloodstock,"To keep parliamentarians and the government up to date with issues in horseracing and bloodstock; to foster good relations with the various parts of horseracing, and between them; and for connected purposes.","Sport, Recreation & Physical Activity",https://publications.parliament.uk/pa/cm/cmallparty/260223/racing-and-bloodstock.htm,British Horseracing Authority acts as the group's secretariat.https://www.britishhorseracing.com/,None,Dan Carden MP,2025-12-03 00:00:00
radiotherapy,All-Party Parliamentary Group on Radiotherapy,To provide an effective voice for radiotherapy and improve equality of access to world-class radiotherapy for cancer patients. To ensure radiotherapy receives increased funding so that patients are allowed to have the best radiotherapy appropriate to their individual cancer.,"Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/radiotherapy.htm,Radiotherapy UK  acts as the group's secretariat.https://radiotherapy.org.uk/,https://www.appgrt.co.uk/,Tim Farron MP,2025-11-05 00:00:00
rail,All-Party Parliamentary Group on Rail,To facilitate an informed debate amongst parliamentarians regarding all aspects of the UK's railway industries.,"Infrastructure, Transport & Mobility",https://publications.parliament.uk/pa/cm/cmallparty/260223/rail.htm,T & I Communications Ltd acts as the group's secretariat.https://www.ti-communications.co.uk/,None,Martin Vickers MP,2025-11-03 00:00:00
refugees,All-Party Parliamentary Group on Refugees,"To provide a forum for the discussion of issues relating to refugees, both in the UK and abroad, and to promote the welfare of refugees.","Human Rights, Equality & Social Justice|International Affairs, Development & Trade",https://publications.parliament.uk/pa/cm/cmallparty/251201/refugees.htm,Refugee Council acts as the group's secretariat.https://www.refugeecouncil.org.uk/,https://www.refugeecouncil.org.uk/our-work/championing-the-rights-of-refugees/appg-on-refugees/,Tony Vaughan MP,2024-09-10 00:00:00
renewable-and-sustainable-energy,All-Party Parliamentary Group for Renewable and Sustainable Energy,"The APPG supports parliamentarians to advance and inform energy transition policy. The Group seeks to strengthen cross-party dialogue to build consensus by convening policymakers with industry, civil society, and academics.","Energy & Utilities|Environment, Climate & Sustainability",https://publications.parliament.uk/pa/cm/cmallparty/260223/renewable-and-sustainable-energy.htm,PRASEG Ltd acts as the group's secretariat.http://www.praseg.org.uk/,https://renewables.inparliament.uk/,Ms Polly Billington MP,2025-11-24 00:00:00
republic-of-korea,All-Party Parliamentary Group on the Republic of Korea,"To encourage political interest in the Republic of Korea and increase the understanding of British parliamentarians of Korea, its politics, policies, culture and people.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/republic-of-korea.htm,,None,Ed Davey MP,2025-03-18 00:00:00
reserves-and-cadets,All-Party Parliamentary Group for Reserves and Cadets,To promote the interests of Reserve Forces and Cadets in Parliament.,"Justice, Law & Security",https://publications.parliament.uk/pa/cm/cmallparty/260223/reserves-and-cadets.htm,,https://www.glrfca.org/about/all-party-parliamentary-group-appg-reserves-and-cadets/,David Davis MP,2025-07-08 00:00:00
respiratory-health,All-Party Parliamentary Group for Respiratory Health,To raise awareness of the importance of respiratory health and to promote effective policy for improving treatments and outcomes for respiratory illnesses.,"Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/respiratory-health.htm,Denovo Strategy Limited acts as the group's secretariat.,https://www.appg-respiratory.co.uk/,Jim Shannon MP,2025-12-02 00:00:00
responsible-business,All-Party Parliamentary Group for Responsible Business,To promote debate and understanding of responsible business.,"Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/responsible-business.htm,Business in the Community acts as the group's secretariat.https://www.bitc.org.uk/,https://www.apcrg.org.uk/,Dame Harriett Baldwin MP,2024-12-17 00:00:00
responsible-credit,All-Party Parliamentary Group on Responsible Credit,"To provide a collaborative forum for legislators, industry and consumer groups to discuss policy and regulatory approaches to ensure adequate provision of safe, regulated credit to consumers. The group will promote both responsible lending and responsible borrowing as a means to achieving financial inclusion and sustainable economic growth in the UK.","Finance, Markets & Consumer Affairs|Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/responsible-credit.htm,Credit Strategy acts as the group's secretariat.https://www.creditstrategy.co.uk/,None,Lee Pitcher MP,2025-10-15 00:00:00
responsible-vaping,Responsible Vaping All-Party Parliamentary Group,"To act as a focal point for vaping issues with a clear focus on sector responsibility in addressing key issues, demonstrate the positive benefits in support of smoking cessation and support an evidence-based approach to vaping regulation.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/responsible-vaping.htm,Independent British Vape Trade Association acts as the group's secretariat.https://www.ibvta.org.uk/,https://responsiblevapingappg.org/,Euan Stainbank MP,2025-11-18 00:00:00
restorative-justice,All-Party Parliamentary Group for Restorative Justice,To examine the use of restorative justice principles within the UK justice system; to raise the profile of restorative justice principles within parliament; and to provide opportunities for policy discussion and consultation.,"Justice, Law & Security",https://publications.parliament.uk/pa/cm/cmallparty/250731/restorative-justice.htm,CalComms acts as the group's secretariat.https://calcomms.co.uk/,https://rjappg.co.uk/,Gavin Robinson MP,2024-07-23 00:00:00
romania,All-Party Parliamentary Group for Romania,To promote better relations between the UK and Romania and between their parliaments.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/romania.htm,UK/Romania Business acts as the group's secretariat.https://www.uk-romania.business/,https://www.uk-romania.business/appg,Gareth Thomas MP,2026-01-21 00:00:00
rugby-football-league,All-Party Parliamentary Group on Rugby Football League,To foster relations and to encourage members of the parliamentary estate and associated government offices to partake in rugby football league.,"Sport, Recreation & Physical Activity",https://publications.parliament.uk/pa/cm/cmallparty/260223/rugby-football-league.htm,Rugby Football League acts as the group's secretariat.https://www.rugby-league.com/,https://www.rugby-league.com/governance/campaigns/standing-up-for-rugby-league,David Baines MP,2025-01-15 00:00:00
rugby-union-football-club,All-Party Parliamentary Commons and Lords Rugby Union Football Club Group,To foster international parliamentary relations and to encourage members of the parliamentary estate and associated government offices to partake in rugby football union.,"Sport, Recreation & Physical Activity|International Affairs, Development & Trade",https://publications.parliament.uk/pa/cm/cmallparty/260223/rugby-union-football-club.htm,,None,Tonia Antoniazzi MP,2025-11-25 00:00:00
running,All-Party Parliamentary Group on Running,"To work collectively to inspire people of all ages and abilities to enjoy the mental and physical health beneﬁts of getting active through running, jogging and active lifestyles.","Sport, Recreation & Physical Activity",https://publications.parliament.uk/pa/cm/cmallparty/260223/running.htm,England Athletics acts as the group's secretariat.https://www.englandathletics.org/,None,Josh Fenton-Glynn MP,2025-12-16 00:00:00
rural-business-and-the-rural-powerhouse,All-Party Parliamentary Group for Rural Business and the Rural Powerhouse,"To champion the interests of rural businesses and communities, promote sustainable economic growth, and ensure rural voices are heard at the heart of policymaking through cross-party collaboration and evidence-based advocacy.","Economy, Business & Industry|Regions, Nations & Devolution|Food, Agriculture & Rural Affairs",https://publications.parliament.uk/pa/cm/cmallparty/260223/rural-business-and-the-rural-powerhouse.htm,Country Land and Business Association (CLA) acts as the group's secretariat.https://www.cla.org.uk/,None,John Milne MP,2025-07-16 00:00:00
rural-services,All-Party Parliamentary Group on Rural Services,To promote a debate on the provision of rural services and to issue periodic reports.,"Food, Agriculture & Rural Affairs",https://publications.parliament.uk/pa/cm/cmallparty/260223/rural-services.htm,Rural Services Network acts as the group's secretariat.http://www.rsnonline.org.uk/,https://www.rsnonline.org.uk/category/appg,Sarah Dyke MP,2026-01-14 00:00:00
russia-and-democracy,All-Party Parliamentary Group on Russia and Democracy,"To support and scrutinise Parliament’s efforts in combatting the threat of Putin’s Russia to the West, improve the UK’s security, and act as a conduit to the global network of Russian pro-democratic opposition forces.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/russia-and-democracy.htm,Lodestone Communications acts as the group's secretariat.https://lodestonecommunications.com/,None,Stephen Gethins MP,2025-06-10 00:00:00
safeguarding-in-faith-communities,All-Party Parliamentary Group on Safeguarding in Faith Communities,"To focus on safeguarding concerns relevant to any community of faith, belief or religion. The APPG attempts to raise awareness and improve policy and practice in relation to safeguarding in faith communities and by encouraging both the opportunity and responsibility of those faith groups and communities in creating safer places for all.","Religion, Faith & Belief Communities|Human Rights, Equality & Social Justice",https://publications.parliament.uk/pa/cm/cmallparty/260223/safeguarding-in-faith-communities.htm,Thirtyone:eight acts as the group's secretariat.https://thirtyoneeight.org,https://thirtyoneeight.org/about-us/appg/,Ruth Jones MP,2025-01-27 00:00:00
san-marino,San Marino All-Party Parliamentary Group,Furthering relations between the British Parliament and the San Marino Parliament and all related activities to enhance the relationship between the UK and San Marino.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/san-marino.htm,,None,Andrew Rosindell MP,2024-12-05 00:00:00
saudi-arabia,All-Party Parliamentary Group on Saudi Arabia,"The APPG aims to strengthen bilateral relations, promote cultural exchange, and address key issues such as trade and regional stability. The group engages in discussions, visits, and events to deepen mutual cooperation.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/saudi-arabia.htm,,None,Oliver Ryan MP,2025-01-21 00:00:00
school-food,All-Party Parliamentary Group on School Food,"To bring together a range of organisations and stakeholders from the sector to champion the school meal service, highlight the issues at a political level, and collaborate to identify best practice.","Education, Skills & Youth|Food, Agriculture & Rural Affairs",https://publications.parliament.uk/pa/cm/cmallparty/260223/school-food.htm,Association for Public Service Excellence acts as the group's secretariat.https://www.apse.org.uk/,http://www.schoolfood.org.uk/,Mrs Sharon Hodgson MP,2025-12-03 00:00:00
schools-learning-and-assessment,"All-Party Parliamentary Group for Schools, Learning and Assessment","To promote and support school level education, the quality of learning, assessment and outcomes for all pupils.","Education, Skills & Youth",https://publications.parliament.uk/pa/cm/cmallparty/260223/schools-learning-and-assessment.htm,National Education Union acts as the group's secretariat.https://neu.org.uk/,https://www.schoolsappg.org.uk/,Peter Swallow MP,2026-02-10 00:00:00
science-and-technology-in-agriculture,All-Party Parliamentary Group on Science and Technology in Agriculture,To provide a forum for parliamentarians and stakeholders to debate and highlight the value of science and technology in agriculture.,"Science, Technology & Innovation",https://publications.parliament.uk/pa/cm/cmallparty/260223/science-and-technology-in-agriculture.htm,Front Foot Communications Ltd acts as the group's secretariat.http://www.frontfoot.uk.com/,http://www.appg-agscience.org.uk/,George Freeman MP,2024-11-11 00:00:00
scientific,Parliamentary and Scientific Committee (an All-Party Parliamentary Group),"To be a primary focus for scientific and technological issues, providing a long-term liaison between parliamentarians and scientific bodies, science-based industry and the academic world.","Science, Technology & Innovation",https://publications.parliament.uk/pa/cm/cmallparty/260223/scientific.htm,,http://www.scienceinparliament.org.uk/,Sam Carling MP,2025-10-27 00:00:00
scotch-whisky,Scotch Whisky All-Party Parliamentary Group,To promote and facilitate communication and understanding between representatives of the Scotch Whisky industry and Parliament.,"Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/scotch-whisky.htm,Scotch Whisky Association acts as the group's secretariat.https://www.scotch-whisky.org.uk/,None,Wendy Chamberlain MP,2025-11-05 00:00:00
self-driving-vehicles,All-Party Parliamentary Group for Self-Driving Vehicles,"The APPG provides a forum for parliamentarians and industry to discuss and promote the benefits of AVs (Automated Vehicles) for a variety of uses across all parts of the UK, acting as the voice of the AV sector in Parliament.","Infrastructure, Transport & Mobility|Science, Technology & Innovation",https://publications.parliament.uk/pa/cm/cmallparty/260223/self-driving-vehicles.htm,Hanbury Strategy acts as the group's secretariat.https://hanburystrategy.com,https://www.self-drivingappg.co.uk/,Chris Curtis MP,2024-10-28 00:00:00
semiconductors,All-Party Parliamentary Group for Semiconductors,To champion the UK’s semiconductors industry while advocating the role of national domestic capacity within the global supply chain. The group will engage with government decision-makers to push forward the policy agenda surrounding semiconductor design and manufacturing in the UK while highlighting the economic and skills benefits.,"Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/semiconductors.htm,CalComms acts as the group's secretariat.https://www.calcomms.co.uk/,https://www.appgsemcon.co.uk/,Ruth Jones MP,2025-11-04 00:00:00
sepsis,All-Party Parliamentary Group on Sepsis,"To provide a medium through which parliamentarians, organisations and those affected by Sepsis can discuss the current provision for the condition, which claims 48,000 lives in the UK every year, promote public understanding and advocate for simple, timely interventions to be implemented as standard across the NHS; whilst considering Sepsis as a critical component of the response to infections management including infection prevention and a patient-centred approach to antimicrobial stewardship.","Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260112/sepsis.htm,UK Sepsis Trust acts as the group's secretariat.https://sepsistrust.org/,None,Mike Wood MP,2025-04-01 00:00:00
serbia,All-Party Parliamentary Group on Serbia,To foster the good relationship between Serbia and the UK and promote the Serbian contribution to the UK.,Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/serbia.htm,,None,Wendy Morton MP,2024-10-29 00:00:00
sexual-and-reproductive-health-in-the-uk,All-Party Parliamentary Group on Sexual and Reproductive Health in the UK,To promote awareness and understanding in Parliament of a range of issues relating to women’s reproductive health across the life course.,"Health, Medicine & Public Health",https://publications.parliament.uk/pa/cm/cmallparty/260223/sexual-and-reproductive-health-in-the-uk.htm,College of Sexual and Reproductive Healthcare acts as the group's secretariat.https://www.cosrh.org/,https://www.cosrh.org/APPG-on-SRH,Dr Rupa Huq MP,2024-10-29 00:00:00
shakespeare,All-Party Parliamentary Group for Shakespeare,"To promote Shakespeare’s work in the community, including to explore the teaching and learning of Shakespeare in educational settings; to embed accessibility in Shakespeare’s works as staged, translated, adapted and performed, including BSL (British Sign Language); to explore Shakespeare’s literary, cultural and performance body of work, including translations and adaptations, as intangible world heritage.","Arts, Culture, Heritage & Media|Education, Skills & Youth",https://publications.parliament.uk/pa/cm/cmallparty/260223/shakespeare.htm,"The Shakespeare Institute, University of Birmingham acts as the group's secretariat.https://www.birmingham.ac.uk/schools/edacs/departments/shakespeare",https://www.birmingham.ac.uk/about/college-of-arts-and-law/shakespeare-institute/international-collaborations/the-all-party-parliamentary-group-on-shakespeare,Manuela Perteghella MP,2026-01-14 00:00:00
shellfish-aquaculture,All-Party Parliamentary Group for Shellfish Aquaculture,"To support the shellfish aquaculture industry, a sector that is sustainable, environmentally beneficial and essential to many of our coastal communities.","Food, Agriculture & Rural Affairs",https://publications.parliament.uk/pa/cm/cmallparty/260223/shellfish-aquaculture.htm,Shellfish Association of Great Britain acts as the group's secretariat.https://shellfish.org.uk/,None,Caroline Voaden MP,2025-02-26 00:00:00
shooting-and-conservation,All-Party Parliamentary Group on Shooting and Conservation,The APPG discusses sustainable shooting and conservation.,"Environment, Climate & Sustainability",https://publications.parliament.uk/pa/cm/cmallparty/260223/shooting-and-conservation.htm,British Association for Shooting and Conservation acts as the group's secretariat.https://basc.org.uk/,None,Sir Geoffrey Clifton-Brown MP,2026-02-10 00:00:00
single-parent-families,All-Party Parliamentary Group on Single-Parent Families,"To collaborate across the political spectrum to campaign against legislative loopholes that disadvantage single parents, and for positive representation of a category which is increasingly common yet still all too often stigmatised.","Social Care, Welfare & Family Support|Human Rights, Equality & Social Justice",https://publications.parliament.uk/pa/cm/cmallparty/260223/single-parent-families.htm,Gingerbread acts as the group's secretariat.https://www.gingerbread.org.uk/,https://www.gingerbread.org.uk/our-work/policy-and-campaigns/all-party-parliamentary-groups-appgs/,Dr Rupa Huq MP,2025-12-16 00:00:00
sixth-form-education,All-Party Parliamentary Group on Sixth Form Education,"To promote and support the interests of institutions that deliver sixth form education, and to advise government on the challenges facing 16 to18 education.","Education, Skills & Youth",https://publications.parliament.uk/pa/cm/cmallparty/260223/sixth-form-education.htm,Sixth Form Colleges Association acts as the group's secretariat.https://www.sixthformcolleges.org/,None,Gareth Snell MP,2025-04-30 00:00:00
skills-careers-and-employment,"All-Party Parliamentary Group for Skills, Careers and Employment","The APPG is devoted to raising the profile and status of skills, careers and employment policy in the UK. It brings together Parliament, employers, and the skills sector to develop effective skills policy as a central means of personal and economic development for the 21st Century.","Education, Skills & Youth|Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/skills-careers-and-employment.htm,Policy Connect acts as the group's secretariat.https://www.policyconnect.org.uk/,https://www.policyconnect.org.uk/apgse,Lauren Edwards MP,2026-02-10 00:00:00
slovenia,All-Party Parliamentary Group on Slovenia,"To develop links between the two countries and our parliaments, to share and understand policy issues of joint concern, and to develop further both existing and new cultural activities.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/slovenia.htm,,None,Dr Beccy Cooper MP,2025-11-26 00:00:00
small-modular-reactors,All-Party Parliamentary Group on Small Modular Reactors,"Support the roll-out of small modular nuclear reactors (SMRs) to sites across the UK, to champion the SMR model, to encourage a diversity of design and providers and to engage UK nuclear industry in the development of SMRs including supporting engineering jobs in the UK and developing nuclear skills.",Energy & Utilities,https://publications.parliament.uk/pa/cm/cmallparty/251201/small-modular-reactors.htm,Barndoor Strategy Ltd acts as the group's secretariat.https://www.barndoorstrategy.com/,https://www.smrappg.com/,Baggy Shanker MP,2024-11-19 00:00:00
smart-towns-and-regions,All-Party Parliamentary Group for Smart Towns and Regions,"The APPG unites Parliament, industry, and local leaders to accelerate the UK’s housing, energy, and retrofit goals connecting technology, data-led decision making, investment and policy to drive practical innovation, cut energy costs, support affordable homes, and strengthen regional economies.","Regions, Nations & Devolution",https://publications.parliament.uk/pa/cm/cmallparty/260223/smart-towns-and-regions.htm,Elixr.Earth Limited acts as the group's secretariat.https://www.elixr.earth/,https://smarttownsandregions.org.uk/,Sureena Brackenridge MP,2025-12-17 00:00:00
sme-small-and-medium-sized-enterprises-house-builders,All-Party Parliamentary Group for SME (Small and Medium-sized Enterprises) House Builders,"To examine the operations of SME housebuilders in the UK; discover and highlight best practice; review the regulatory regime affecting the market, looking at ways of improving the delivery of new homes and making recommendations on how Parliament can improve regulation to deliver more effective building of homes by SMEs.","Economy, Business & Industry|Housing, Planning & Built Environment",https://publications.parliament.uk/pa/cm/cmallparty/260223/sme-small-and-medium-sized-enterprises-house-builders.htm,Hera Communication Strategies acts as the group's secretariat.https://www.heracomms.com,None,Sarah Edwards MP,2025-02-03 00:00:00
smoking-and-health,All-Party Parliamentary Group on Smoking and Health,To monitor and discuss the health and social effects of smoking; to review potential changes in existing legislation to reduce levels of smoking; to assess the latest medical techniques to assist in smoking cessation; and to act as a resource for the group’s members on all issues relating to smoking and public health.,"Health, Medicine & Public Health|Social Care, Welfare & Family Support",https://publications.parliament.uk/pa/cm/cmallparty/260223/smoking-and-health.htm,Action on Smoking and Health (ASH) acts as the group's secretariat.https://ash.org.uk/,https://ash.org.uk/about/who-we-work-with/appg,Bob Blackman MP,2025-11-05 00:00:00
snooker,All-Party Parliamentary Group on Snooker,To promote and support snooker in its global and national sports development and as a grassroots and amateur sport in the UK.,"Sport, Recreation & Physical Activity",https://publications.parliament.uk/pa/cm/cmallparty/260223/snooker.htm,World Professional Billiards and Snooker Association acts as the group's secretariat.https://wpbsa.com/,https://wpbsa.com/all-party-parliamentary-group-for-snooker,Sir Gavin Williamson MP,2025-04-02 00:00:00
social-cooperative-and-community-economy,"Social, Cooperative, and Community Economy All-Party Parliamentary Group","To grow understanding of and support for mission-led businesses including co­operatives, social enterprises, and community businesses.","Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/social-cooperative-and-community-economy.htm,Social Enterprise UK acts as the group's secretariat.https://www.socialenterprise.org.uk/,https://www.socialenterprise.org.uk/evidence-policy/all-party-parliamentary-group-on-social-community-and-cooperative-economy/,Patrick Hurley MP,2024-12-10 00:00:00
social-mobility,All-Party Parliamentary Group on Social Mobility,To discuss and evaluate key issues and indicators of social mobility and barriers to it. To hold seminars and meetings to present and highlight the latest research on social mobility.,"Education, Skills & Youth|Social Care, Welfare & Family Support",https://publications.parliament.uk/pa/cm/cmallparty/260223/social-mobility.htm,The Sutton Trust acts as the group's secretariat.https://www.suttontrust.com/,None,Peter Swallow MP,2025-04-23 00:00:00
social-science-and-policy,All-Party Parliamentary Group for Social Science and Policy,The APPG brings parliamentarians together with economists and social scientists to help present the most recent and impactful academic research to inform policy makers in their decision making.,"Science, Technology & Innovation",https://publications.parliament.uk/pa/cm/cmallparty/260223/social-science-and-policy.htm,Palace Yard Events Limited acts as the group's secretariat.https://palaceyard.co.uk/,https://socialscienceappg.co.uk/,Yuan Yang MP,2025-11-04 00:00:00
somaliland,All-Party Parliamentary Group on Somaliland,"To promote understanding of and support for Somaliland’s achievements in building peace, democratic governance and a sovereign state in the Horn of Africa.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/somaliland.htm,,None,Sir Gavin Williamson MP,2026-01-14 00:00:00
south-africa,All-Party Parliamentary Group on South Africa,"To foster mutually beneficial relationships between the UK and the Republic of South Africa, in particular between the two parliaments, civil society, business and commerce, and arts and culture.",Country Group,https://publications.parliament.uk/pa/cm/cmallparty/260223/south-africa.htm,Action for Southern Africa acts as the group's secretariat.https://actsa.org,None,Rachel Taylor MP,2024-10-29 00:00:00
south-east,All-Party Parliamentary Group for the South East,"To provide a forum for parliamentarians to discuss, with others, how to promote and develop the South East region as a great place to live, work and do business.","Regions, Nations & Devolution|Economy, Business & Industry",https://publications.parliament.uk/pa/cm/cmallparty/260223/south-east.htm,South East Councils acts as the group's secretariat.https://www.secouncils.gov.uk,https://www.secouncils.gov.uk/appg-south-east,Mr Tanmanjeet Singh Dhesi MP,2025-12-09 00:00:00
south-west,All-Party Parliamentary Group for the great South West,"To promote economic growth across the counties of Cornwall, Devon, Somerset and Dorset, supporting the Great South West Partnership, and providing a forum to discuss pan-regional ambitions.","Economy, Business & Industry|Regions, Nations & Devolution",https://publications.parliament.uk/pa/cm/cmallparty/260223/south-west.htm,Henham Strategy acts as the group's secretariat.https://www.henhamstrategy.co.uk/,None,Richard Foord MP,2025-10-29 00:00:00
south-western-railway,South Western Railway All-Party Parliamentary Group,"The APPG focuses on improving and supporting rail services along the South Western Railway network. It brings together MPs from constituencies served by the network, addressing issues such as infrastructure investment, rail fares, service reliability, and passenger experience.","Infrastructure, Transport & Mobility",https://publications.parliament.uk/pa/cm/cmallparty/260223/south-western-railway.htm,,None,Mr Will Forster MP,2025-01-22 00:00:00
southeast-and-gatwick-diamond-growth-gateway,All-Party Parliamentary Group for the Southeast and Gatwick Diamond Growth Gateway,"To provide a strong voice to discuss, promote, and address issues related to economic regeneration, business growth, job creation, infrastructure, and connectivity, with a focus on revitalising the regional economy and supporting sustainable employment opportunities for the people and businesses of the wider Southeast of England.","Economy, Business & Industry|Regions, Nations & Devolution|Infrastructure, Transport & Mobility",https://publications.parliament.uk/pa/cm/cmallparty/260223/southeast-and-gatwick-diamond-growth-gateway.htm,Silverstone Communications Ltd acts as the group's secretariat.https://www.silverstonecommunications.co.uk/,https://southeastappg.org.uk/,Natasha Irons MP,2025-11-18 00:00:00
